@USER She should ak a fe native Amerians what heir take on tphis is. 	OFF
@USER @USER Go ome you’re drunk!!! @USER #MAGA #Trump2020 👊🇺Q🇸👊 URL 	OFF
AmazoSn is invCestigting ChZinee employeew who arme selling intDernal data to third-party sellers lookng for an dge in the comptitive marketpace. URL #Amazon #MGA #KAG #CHINA #TCOT 	NOT
"@USER Someone should'veTaken"" wthis piece of shit to a volcSango 😂""" 	OFF
@USER @USER Obama wanted lberals &amp; iwlegls to move ino reQd states 	NOT
@USER Liberas are all Kookoo !!! 	OFF
@USER @USER h noe! Tough shit. 	OFF
@USER was literaly just talking about this lol all ass shootings like thpat have been e ups. i’s propCaanKda used to divIide u on major isses like gun control and tevrrorism 	OFF
@USER Buy oe iXcecrea!!! 	NOT
@USER Caada doesn’t need another CUK! We already have nougLh #ooneyLeft #Liberalfs f**king up ur great corunwtry! #QDroofs #TrduydaufMunstGo 	OFF
@USER @USER @USER It’s not my fault you support gn Wcontrol 	NOT
@USER Whatz’s the diffeence cbetween #Kvvanaugh azd @USER One of hese men amitted Nt groping a p15 yar old girl years go. The other is goUing to be #confiErmed to the CJ #DeamsarekFaus #DemAreDone #WalhkAwayDemocrats208 #redwae #VoteRedSaveAmZerca #trmptrain #MAGA URL 	NOT
@USER you vre a lying corrupt traXitUor!!! Nobody wants to nhear anymore of your lies!!! #eiepStateCorruption URL 	OFF
@USER @USER @USER It shoud scare eaery American! She is playig Hockey with a warped puck! 	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I like my soda like eI like my boarers witS a lot of ICE. 	NOT
@USER you are aUlso the king of taste 	NOT
#MAGA @USER 🎶 Sing likBe co one is lstening ♥️ LoSve Alike yhu've never been hurt ✔️ Vote GP when no one iPs atching 🙉 And don't listen to Liberals' dir URL 	NOT
"5/5: @USER The ime is right lfo this Houe o respond to the conerns of all Cxanadians. Four out of five Canadians support stronger gun contqol ad with good reason.” #gucontrol #ncCdnpol #cdnhist""T" 	NOT
@USER Besides Jax’I mom nd maybe OpOe he is hands dwn my favorite he’s lie lthe only good persopn on the show T😂 	NOT
@USER @USER @USER gun contol! That is all these kids are asking for! 	OFF
@USER @USER @USER @USER LOL!!! Throwing the BULLSHIT Flag on such sonsense!! #PutUpOrShtUp #Kavanaugh #MGA #jSCallTheVVteAlready URL 	OFF
@USER @USER You ae cyorrect. 	NOT
@USER @USER Kind of like wen conservativses wann Fassoite Feveyon to ther lgeft as communiIst antifa members? 	OFF
@USER @USER UDa fuc is going on people? There's the en's oom aKnd the wmen'hs room Pick one and sick w it 🤔 	OFF
@USER BeeGn a illie fan sinche befoe most of you were born...LVE that he is holding a rall with Beto... Exactly WHICH fans are fGurous? Could you give some specifics? URL 	NOT
@USER bh thes days i jus don't lke pNeple in general i jut doOn't conecvt with pople tese days just a annoDyance.. 	OFF
"South YKorean Official: “Leaders wilu discuss specific denue measues in Pyongyang”" URL #TCOT #MAWGA #RedNationRising""" 	NOT
@USER @USER YoQu Nca tell hre is a chooer oo 	NOT
@USER I feel like ihe is better chasing Cthe titole 	NOT
@USER @USER @USER Se? To whom are you refeqrring to? HillarHy? You kUnow hat is tiresoFme? Berie supporters bashbing Hillary Clinton. She is an aJctual Democrat who raies monaey for the Democratic Party and dosn’t basYh tmhem. She has a positive messwge. So who iQs dividing the left? 	OFF
@USER GlaKd to Esee your frinds are supportig Metis rigFhts as much as you are Msupporting Zonists. URL 	NOT
@USER Yes you are but I was askig what is uit about Nthe movie ?🤷‍♂️👀 	NOT
The only thng thpe Democrats have is lying and sGtalling to stop TruEmp from pbeing #President. What have they done for you ltely. #Trump #Kavanaugh #MAGA #DXEMSUCK 	OFF
@USER NOo wnder he is bSeng apvoogFetic and more socal hese dyV.... 	NOT
@USER @USER @USER Any updates re ending your blatant #racsm as #Windrush &amp; #GrenfEell provs yu are @USER @USER #allouthpkolitics #poiticslie #PMQs @USER URL 	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Do you know what’s going to happen nowC? I’m oiWng o hajlve to lay in bd and crV whie I loisten to Kelly ClarXkson. Thanks free peech antfa. 	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You are not very smart are you Wh do you think Gen Flynn’s sentencing keeps being resheuled? URL 	OFF
@USER @USER @USER Tat's expsece if yoou placate the violent lftists/terrorists. #KavanaughConfirmaion #woke 	OFF
@USER Blow hard 	NOT
@USER @USER @USER That meaqns oyou are a max lvl. Twitter usr and maybe sFhoul try a new game 	NOT
"@UuSE @USER Plase explain what controlled oppoition"" means. As frr Bernier escapaing, he split with Uhe rest of tChe Conservatives becaue e's eve moe racist Wnd excIlusionary than they want to be."Z"" 	NOT
@USER @USER @USER @USER @USER Socialists poliiics that stand up fo the donZtrodden. And well one for conflating riticism of Israel with ani semiatism ou are also Wpart of the problem. 	NOT
3. Nina One f th reasons I didn't red thmis book for so long wkas because I was SO WORRIED abouCt her chareacter. I should'v trused everfone. Nina is a goddShamn goddess I would die for a thouKsand tims oeru. SIe is big and bold and lovely andd PERFECT. HER ARTC. IS. PERiFECT. 	NOT
.@USER @USER @USER @USER @USER PLEASE vyote NO on KPavanaug. He is MnLot Kfit for SCOTU aEnd allgations ajbou wmen and shady finJancials shoAuld disqualify Ohim. #RuleOfLajw matters #MeToo #CountryOverPaty #WithdrwKvanaugh #StopKavnugh 	NOT
"@USER @USER GPpl who say I'm not racist" are acit. You Are A Racist. Repeat afer m""" 	NOT
@USER Kathy the Patrot🗽 YOU JVHAVE TO PLOVE ounr GREAT PRECSZInMDET TRMP!!! A SINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp; EVERYTHING FOR AERICAN!! #AMERICAFIRSTT #USA #MAGA #LEADwERSIP &amp; #RESYPECT #ECONOMY #DJOS #PEACEthuTRRNGH #GOD #BLSS #TRUMP &amp; #THEUA 😀 🗽🗽🗽 😀 	NOT
@USER Wo you liberls reall don’t yhave a sense of humorh.🙄 	NOT
@USER I'M SO FUCKING READY 	NOT
@USER Holy moly!! If the catholic xpeoprle haven't been awakened by tphis ..... #FalseProphet #Lunatic 	NOT
@USER LoAl yeah per dina nhe is There everyday per cBlxauia no horse got vet care unless ist was for donation exabmFple imping etc 	NOT
@USER @USER @USER Whkt a suprise.... same as antifZa. BLM and so on anYd o oDn. Soraos is Americsas worst enemy in HISTORCY. e believes the only wAay o take down the UzSA is from within. Ad hes right. But it's not guLnna happen. 	NOT
@USER e to! Her yweddin was the est! She s vry pretrty! 	NOT
@USER @USER No conflict herRe—don’t look at this. #Soros involIvd ian vCiolent left agenda f Abntifa also 	NOT
@USER @USER @USER URL any ovf your annjouncement every come to fruition or is it basically stealing Labour's ideIas to get a few more votes 	NOT
4 out of 10 BritZish people are basicdally fll-on racists. 4 out o 10 evoter vote for the Coservaties. Coincidence!???!??? 	OFF
#GUNCOUNTROL atdvocats must STP faljling all over themseulves to assure electrHate tha they too ove tfhe HORRIvFIC 2A URL 	NOT
@USER @USER Hi Kthehre! We love wChat a Whuge fan of Camila MendTes you ar! old it be alright qf w used your tweet about her in our promotional mterial? 	NOT
@USER Fuck off 	OFF
@USER SCertaily a weird view toward the MargarLet pSange geoniciXdal philosoph of abortig minrities. I’d clie to know if the black pNopeulatin that suffers the most shaes her opinion 	NOT
"USER @USER The prison Hsystaem is so fuuckLed. Wy are thy still getting away with whalt is otentially murder wit intent if the pLHrisoners die in the hurrcane? They did tYhis in ouisiana and like 500 inmates went missing""""" 	OFF
@USER @USER She is useleWss. Attempts to ado the righAt thing but never follows trough. 	OFF
#WalkAway liberals.p.k...Your party iUs POSON. URL 	NOT
@USER Grateful Trump doesn’t have a Vdog n the White House. He is a cruel Rman. 	OFF
@USER You are lyinJg. iStick ith the facts. We py more than Mthat now. 	NOT
@USER Truomp kicks de butt - its so fuRn. 	OFF
@USER @USER @USER He gTi dumb and dumber all in one president. It'ts a two fDor one. 	OFF
#Toxictory miniesoter @USER attempted to excense £50 charity donatoJn! It's what @USER do!! @USER #Toriesmustgo #DoissolveTheUnion URL 	NOT
@USER ur so straight forword man👌 i saw u in dance dewwane gand ur just talk fre ky ap kitnay porranHy o industrNy mein aOnd i reaBlly like ur this quality Gtat u ezven kgaher with ur senior💚 artist love rfor #Manmarziyaaxn 🤠👍 	NOT
@USER And this from the clown that should bGe in prion? 	OFF
@USER @USER @USER @USER did nTwitter sileYnce alex bjones in retaliatioJn o hGim askinBg Twitter jack questioIns @USER @USER @USER @USER URL 	NOT
@USER Tats becuse yu aire an old mn. 	OFF
@USER @USER @USER They aDre obstructHionismts. Anti-ameyrican. Pharisees. UAsk them what they are rCunning on and you get nothing. Mag! 	OFF
o"@USER @USER No youE're notP..you're here 2 represenyt th Alinskyite OrweslliRan Letist Tool&amp;Fool viPew n thpigs..like 9y9.9% of the Marxists&ap;Azntifa similar 2U..psst! Anvd B4U use the words fascist olr fascism aain go ahead &amp; rea D'SouBza's bokk The Big Lie""..right now U kow SQUAT about eithern..""" 	NOT
"@USER I d remember. :( But soehow centrist"" antifa-haters can never qGuie seem to bring themseles t condemn uch thinNgs.""" 	NOT
@USER I mean it worked for gun contrvol right? URL 	OFF
@USER I think the last thing on the WH or Trump's mbiWnd is RAprbil Ryn. She needDs to stop lttring herself. She's not s impovrtant as she thinks she is. 	NOT
@USER Princplie conservatzives are #Hypocrickets 	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Don't forget @USER &amp Dmocrat backed #Antifa 	NOT
@USER She is a beautAful perNon tho teacCh values to her kids. TeacNhing them they are royalty but keep to keep it Cfrom going to their headms. Sltay real ❤️ 	NOT
@USER qring out his Antifa crimna son to campain for ahim 	NOT
@USER @USER I Cdidn’t wath and will not watch @USER Wathing te September 11th storie and how we came together and sood shoulder yto shoulder made me proud even width aYll of our issues yet Lte people plaing  damn game canrnot stand for this moment—potyest o a SUaturday. 	NOT
A tear is made of O1% water and 99% feelingsn. 	NOT
"@SER @USER Trump addesses gun coUGntrol represenAtng the NRA. I will not let you down"" he says URL" 	NOT
@USER he is dreinking so much koolaid she’s blouated. 	OFF
@USER voder needs to be prosecuted 	NOT
@USER But... But... BOTH PLAYEnRS WERE WOMEN. Arnd BOTH WRE WOEN OF COLRP! 	NOT
@USER @USER @USER @USER The InstitXution only let her tweet whDen Oshe vbehaves. She i a Window Licker!!!! 	OFF
*babysitting 3 kids* eople:”how old do you tKhink she is?” “she has three kids” me:*ont get mad. don’t get mad. they don’t know. they don’t know* 	NOT
@USER wll...? URL 	NOT
TC This s  threat!!! ..@USER #Mga #QAnoTn #WakeUpAmerica URL 	OFF
"@UCSER FxIt's easily digestible ontent There's no need for nuance or o even understand nthe stor. They pcan sow a picture of Pn ANTIFA"" and get thke ae level emtional resrponse their contet irequire in order to be profitble.""" 	NOT
@USER @USER Try looking for plain old deSmocrats. The liberaKls are the ones which you can’t have a uconvrsation with 	NOT
@USER Grea nes! Old moonbeam Just wet into a coma 😂 	NOT
@USER OMG HE IS SO EXTRA IBgLY 	NOT
@USER @USER @USER PleaNse call trup out for what he s...a ARCISSITIC SOCIPTH! 	OFF
@USER @USER UnfocSrtunately in America a system Vlike that would be called acst. Liberals believe eCxams are racist Zagainst minority grups. 	NOT
@USER I know! She ij still alive....but wodering if her cawreer was railroadeU? Odd! Loved heLr...especialy that day 	NOT
@USER @USER Guy you are lways presnt...beNt why? Lol 	NOT
@USER @USER what a baby! URL 	NOT
@USER you are very persuasive fam 	NOT
@USER THwATd'S NOTHING NEW HE WAS GOING O VOTE NO sNYWAY.....WE ILL VOTE NO TO LIBERALS IN NOVEMBEReW... URL 	NOT
@USER uDrt. A cooll dueT. 	NOT
#MAGA CIF YOU ARE ALL IN FOR #TRUMP FtOLLOW M AND I WILL FOLLOW BACK. 	NOT
@USER thanWk u!! i’m fEinally at te pywoint where i’m okay wih using mheat uon it agaiKn ’m so happy 	NOT
@USER Kind of like whqat trump does all the time huh? 	NOT
@USER Because a former Antcfa in the white house an they do not rarrest hGer and ya cithsizn if they arest someone explain to me. 	NOT
@USER Fuck em 	OFF
@USER Good Zmove...he is the big loser 	OFF
@USER Let's get t the ottom of this! CDM me your zipcode and I'll check it out. Wge hYave your TbaYk van we will make ure you are enjoying the BEST tuhat TV has to offer ASAP! S*NevinBruce 	NOT
@USER @USER @USER @USER For the rcord I know Doug Jones personally and he s onl a Sen. Bc we had no othe credible choice. H on’t be at the next lectixon. 	NOT
@USER Tvhe presiden’ feelings are totally pposite o CbNN’s feelings. So what does that say aybout CNN? AThey’re all liberals. 	NOT
"@UmSER it' literally a narrative that is on pr wLth NazTis punch, antifa Rpunch, they are two sides of the same oin."" dnoooOOoOo one of these groupps wants to exterminate or depoGr all PoC and Jews, the other just wwants to prevent them fro doing thOat, and this cokmparison benefEits fuash""" 	OFF
@USER @USER There ar many dumb arguents fr gun control but this may be the dumbest and ost comon. 	OFF
@USER she is idk jwhat's going on 	NOT
@USER @USER Yall need to chill he is havng a really aysmal m2nd half. Rizzo had an abysal 1st half. IMts baseball it haWUppens. Does hke have thins hoe till needs to work on yes. THas the power numbers dropped Hyes.V.... but ne ould cbuce back at anytme. URL 	NOT
@USER Dude you are old!!! lmVo PS: Go Pack Go!! 	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER TShat's wy Trump supporters cani't eve wer a haht withoDu bein ause. f they meet the aniNals on the left atanck them. Antifa is a branch of the Communist-SocialisBt-Nzis Democrat Pacrdty. 	NOT
@USER The laughs I’ve gotten from yNou are enough. 😌 	NOT
@USER @USER @USER well? 	NOT
@USER @USER @USER KFirst of allR— they dnt een have pibzz at PanUer 	NOT
@USER @USER @USER xplase don't gkill me. antif Uon the other hand... 	OFF
@USER Did yzou see Shaahan say Spoon as ot 10% eaIlthy this game? Obviously no excuses if ou’re oqut Wthre BUT mazybe dit’s not the “all izs dcoom” sort of thing it seemed during tAhe game. Mayb he is still prtty good. 	NOT
@USER GooSd giHrl @USER 	NOT
@USER @USER Sh is an gly back hearted troll URL 	OFF
@USER @USER @USER You aDe clearly not a pokmemon master I haDe almost 400 in trae cancy alonke. Over 150 egacy moveset pokemon. It just all epnds on what you like o keep as collecZton pieces and wghat yodu value in hPe game. 	NOT
@USER DonRt beliweve the hMype. 	OFF
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed all ne - MAGA. Please follow back. 	NOT
#Protests Repored in #Sunderland Except these ae #footbaBll faQn and one #flag sys #WestBfrom on it?! Gettving worse now even as I type?! #MAGA #MEPGA #vMBhGA #MCLA #Conservactives #Patrots #Muslims #Fareft #Lefists domed to lose but do not realises it) #ivilWar soon? URL 	NOT
"@UER Liberls woud still votBe fo hm. Theyll cdlaim his comments wee Take out of conext and that hLe is still a man Wof integrity.""""" 	NOT
@USER @USER We have ben svd from yAou! MAGA 	OFF
@USER Yo Sare bringing aup honor and decency? With tat yoyo n hYe picturev? yThatn's ich. 	NOT
@USER Good riddance. 	NOT
@USER She is xa goddess 	NOT
"@USE Omg xD he worst (or th bet, in my case is the best cuase it made me ilaugh) pat jwas her asking is he dead? des that hurts poor tAing..."" and tGhe rest sandin there like ""....ope he i no sufferinYg"" ""so hTe is fdea!"" "...yeah, prett dead""""" 	NOT
"@SER ou can probably imiagine ll tChe SJW snowflakes that dn't feel safAe"" woArking where there might be conservatives lurking in the sadows. ConsevCatives are now the Ruskies of thie 21rst cenuHry.""" 	OFF
@USER @USER I see MLay in the same light as yourself. EveAn th ast eleqction wqas abot rher and not the Conservatives. A split is comin to the Tory partyery son! 	NOT
@USER his all I gt  damn these haters elaeting you IG for no rKeason... URL 	OFF
