@USER She should ask a few nativ Americans what their take on this is. 	OFF
@USER @USER Go home youre runk!!! @USER #MAGA #Trump2020 👊🇺🇸👊 URL 	OFF
Amazon is investigatng hinese employees wh are elling internal ata to third-prty sellers looking for an ege in the ometitive marketplace. URL #Amazon #MAGA #KA #CHINA #TCOT 	NOT
"@USER Someon should'veTaken"" this piece of shit to a volcano. 😂""" 	OFF
@USER @USER Obama wanted liberals &amp ilegals t move into red state 	NOT
@USER iberals are all Kookoo !!! 	OFF
@USER @USER Oh noes Togh shit. 	OFF
@USER was literally just talking about this lol ll mass shootings like tha have been set ups. it’s propaganda use to divide us on major issues like gun control and terorism 	OFF
@USER Buy more icecream!!! 	NOT
@USER Canada doesnt need another CCK We already have enough #LooneyLft #Liberals f**king up our great country! #Qproof #TrudeauMustGo 	OFF
@USER @USER @USER It’s not my fault you supot gun contrl 	NOT
@USER Wha’ the diffrence between #Kavanaugh and @USER One o these men admited to groping a 15 year old gir years ago. The ther is going to be #onfirmed to the SCJ #DesareFraus #DemsAeDone #WalkAwayDemocrats2018 #redwave #VoteRedSaveAmerica #tumptrain #MAG URL 	NOT
@USER you are a lying corrupt traitor!!! Nobody wants to hear anymoe of your lies!! #DeepStateCorruption URL 	OFF
@USER @USER @USER It should scare evey American! She is playing Hockey with a warped pck! 	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I like my soda like I like my oarders with a lot of ICE. 	NOT
@USER you ae also the king of taste 	NOT
#MAGA @USER 🎶 Sing like no one is listening ♥️ Love like you've neer been urt ✔️ Vote GOP when no one is watching 🙉 And dont listen to Liberals' dir URL 	NOT
"5/5: @USER The time is right for this House to respond to h concerns of all anadias. Four out of five Canadians uppot stronger gun control nd with good reason.” #gunontrol #cdpoli #cdnhist""" 	NOT
@USER Besides Jax’s mom and maybe Ope he is hads dwn my favorte he’s like the only good prson on the show 😂 	NOT
@USER @USER @USER gun control! That is all these kids are asking fo! 	OFF
@USER @USER @USER @USER LOL!!! Throwing the BULLSHIT Flag on such nonsese!! #PutUpOrShuUp #Kavanaugh #MAGA #CallTheVoteAlready URL 	OFF
@USER @USER You are corect. 	NOT
@USER @USER Kind of like when consevaties wanna assoiate everyoe to their left as communst antia mebers? 	OFF
